GenBank gi	Locus	Fold	Gene Name and/or Information
1383936_at	BM386842	0.153	Similar to basilin (LOC316736), mRNA
1386974_at	NM_134397	0.153	 
1390021_at	BM391206	0.153	Similar to Histone H2B 291B (LOC306945), mRNA
1390238_at	BI291875	0.153	Similar to gob-5 (LOC308015), mRNA
1394862_at	AI502545	0.153	UI-R-C2-nf-h-05-0-UI.s1 UI-R-C2 Rattus norvegicus cDNA clone UI-R-C2-nf-h-05-0-UI 3', mRNA sequence.
1371623_at	AI411896	0.152	Similar to RIKEN cDNA 1110058L19 (LOC367234), mRNA
1372250_at	BI294932	0.152	Similar to uncharacterized hypothalamus protein HSMNP1 (LOC311625), mRNA
1375961_at	AI072892	0.152	Similar to frezzled (LOC295691), mRNA
1377390_at	BG381587	0.152	UI-R-CT0-bud-a-09-0-UI.s1 UI-R-CT0 Rattus norvegicus cDNA clone UI-R-CT0-bud-a-09-0-UI 3', mRNA sequence.
1369336_at	NM_024364	0.151	hairless
1378808_at	AA925542	0.151	Transcribed sequences
1382938_at	BF386757	0.151	UI-R-CA1-bbh-b-01-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bbh-b-01-0-UI 3', mRNA sequence.
1367852_s_at	BM387903	0.15	glycoprotein Ib (platelet), beta polypeptide
1375046_at	AA964581	0.15	Similar to KIAA0363 (LOC289786), mRNA
1381208_at	BE104595	0.15	Similar to Histone H2A.1 (LOC303177), mRNA
1384233_at	BE107090	0.15	UI-R-BS1-ayp-g-02-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayp-g-02-0-UI 3', mRNA sequence.
1387106_at	NM_022693	0.15	SH3-domain binding protein 4
1387925_at	U07202	0.15	asparagine synthetase
1370228_at	AA945178	0.149	Transferrin
1392974_at	BI295427	0.149	Similar to WASP family 1 (LOC294568), mRNA
1398734_at	BE120772	0.149	Transcribed sequences
1370367_at	U39555	0.148	solute carrier family 1, member 1
1377998_at	BI288705	0.148	Similar to coproporphyrinogen oxidase (LOC304024), mRNA
1378973_at	BF396260	0.148	Transcribed sequences
1385098_at	AW526343	0.148	Transcribed sequences
1368330_at	NM_053720	0.147	apoptosis antagonizing transcription factor
1373944_at	AW530292	0.147	Transcribed sequences
1371444_at	BI284504	0.146	Similar to TRH3 (LOC310667), mRNA
1379719_at	AI408386	0.145	Transcribed sequences
1392285_at	AI044729	0.145	Similar to scotin (LOC360848), mRNA
1370420_at	J05035	0.144	steroid 5 alpha-reductase 1
1370833_at	AF324454	0.144	TPR-containing Rab8b-interacting protein
1376102_at	BI292351	0.144	Similar to RECS1 (LOC316516), mRNA
1377772_at	BI295864	0.144	transmembrane protein with EGF-like and two follistatin-like domains 1
1391880_at	AA893670	0.144	Similar to PC-1 (LOC294900), mRNA
1392916_at	BM386695	0.144	Similar to microtubule-associated protein 7 (LOC293016), mRNA
1367824_at	NM_012847	0.143	farnesyltransferase, CAAX box, alpha
1369052_at	NM_133323	0.143	zinc finger protein 111
1373054_at	AA801076	0.142	transporter-like protein
1390317_at	AI227885	0.142	Transcribed sequences
1397569_at	BF546710	0.142	Transcribed sequences
1379320_at	AI102591	0.141	Similar to Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1) (Sm-D1) (Sm-D autoantigen) (LOC291794), mRNA
1389368_at	AW253242	0.141	Similar to hypothetical protein 6820402C05 (LOC308113), mRNA
1393911_at	AI502300	0.141	UI-R-C1-li-b-02-0-UI.s1 UI-R-C1 Rattus norvegicus cDNA clone UI-R-C1-li-b-02-0-UI 3', mRNA sequence.
1377935_at	AI231223	0.14	Similar to Protein C3orf4 homolog (LOC288182), mRNA
1383340_at	BG671011	0.14	caytaxin
1397924_at	AW523490	0.14	Transcribed sequences
1383313_at	BE120149	0.139	Similar to checkpoint with forkhead and ring finger domains (LOC300274), mRNA
1397766_at	BI291982	0.139	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1371615_at	BI279069	0.137	diacylglycerol O-acyltransferase homolog 2 (mouse)
1373870_at	BE110630	0.137	Similar to RIKEN cDNA 2810405J04 (LOC313873), mRNA
1374095_at	BM385244	0.137	Transcribed sequences
1380534_at	BF546444	0.137	Transcribed sequences
1385333_at	AA925717	0.137	Transcribed sequences
1387408_at	NM_134457	0.137	seven in absentia 2
1370371_a_at	U23056	0.136	C-CAM4 protein
1374630_at	AI234249	0.136	Similar to chloride intracellular channel 3 (LOC296566), mRNA
1375890_at	BI296994	0.136	Transcribed sequence with moderate similarity to protein ref:NP_057735.1 (H.sapiens)  heptacellular carcinoma novel gene-3 protein [Homo sapiens]
1376901_a_at	AA964675	0.136	Transcribed sequences
1378440_at	BM385137	0.136	Transcribed sequences
1378487_at	BF403191	0.136	Transcribed sequences
1382055_at	BE096213	0.136	UI-R-BU0-apc-d-03-0-UI.s1 UI-R-BU0 Rattus norvegicus cDNA clone UI-R-BU0-apc-d-03-0-UI 3', mRNA sequence.
1399115_at	AI411999	0.136	EST240293 Normalized rat kidney, Bento Soares Rattus sp. cDNA clone RKIEJ35 3' end, mRNA sequence.
1383682_at	BG378133	0.135	UI-R-CV1-bvo-d-03-0-UI.s1 UI-R-CV1 Rattus norvegicus cDNA clone UI-R-CV1-bvo-d-03-0-UI 3', mRNA sequence.
1379375_at	BE100812	0.134	platelet derived growth factor, alpha
1395651_at	AI511118	0.134	UI-R-BT0-po-d-12-0-UI.s1 UI-R-BT0 Rattus norvegicus cDNA clone UI-R-BT0-po-d-12-0-UI 3', mRNA sequence.
1370302_at	AF348365	0.133	thyroid hormone-response protein-1
1379294_at	AA957424	0.133	Transcribed sequences
1368253_at	NM_012793	0.132	guanidinoacetate methyltransferase
1368682_at	NM_057210	0.132	synaptic vesicle glycoprotein 2 a
1379369_at	AI171526	0.132	prickle-like 1 (Drosophila)
1384277_at	BM388018	0.131	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1384471_at	AI716461	0.131	Transcribed sequences
1370315_a_at	AF026530	0.13	stathmin-like 4
1376919_at	BG665267	0.13	Transcribed sequences
1387897_at	L16532	0.13	cyclic nucleotide phosphodiesterase 1
1388460_at	BM384693	0.13	Similar to Capg protein (LOC297339), mRNA
1389600_at	AW524433	0.13	Similar to Coatomer gamma-2 subunit (Gamma-2 coat protein) (Gamma-2 COP) (LOC301742), mRNA
1371988_at	AA892549	0.129	Transcribed sequences
1389572_at	AI410864	0.129	Similar to NADP-dependent malic enzyme, mitochondrial precursor (NADP-ME) (Malic enzyme 3) (LOC361602), mRNA
1398533_at	BE105837	0.129	Similar to p53 inducible protein (LOC303073), mRNA
1370146_at	NM_053296	0.128	glycine receptor, beta subunit
1373154_at	BI278842	0.127	Transcribed sequence with moderate similarity to protein pir:T43495 (H.sapiens) T43495 hypothetical protein DKFZp434E199.1 - human
1374164_at	BF410020	0.127	Transcribed sequences
1383867_at	BE102803	0.127	Similar to eIF-5A2 protein (LOC310261), mRNA
1384993_at	BG376804	0.127	Similar to peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor; peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor protein-1 (LOC308894), mRNA
1396023_at	AW522736	0.127	Transcribed sequences
1373239_at	BM390617	0.126	Transcribed sequence with weak  similarity to protein sp:Q9Y5X1 (H.sapiens) SNX9_HUMAN Sorting nexin 9
1389448_at	AA800004	0.126	Similar to H5 (LOC287606), mRNA
1391442_at	AA957585	0.126	EH-domain containing 3
1367842_at	NM_080478	0.125	amyloid beta (A4) precursor protein-binding, family B, member 1
1370829_at	M69056	0.125	farnesyltransferase beta subunit
1371363_at	BI277042	0.125	glycerol 3-phosphate dehydrogenase
1372521_at	AI136709	0.125	Similar to RhoN (LOC303553), mRNA
1379270_at	AI717163	0.125	UI-R-Y0-abe-h-04-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-abe-h-04-0-UI 3', mRNA sequence.
1396458_at	BI273920	0.125	UI-R-CW0-bwa-e-07-0-UI.s1 UI-R-CW0 Rattus norvegicus cDNA clone UI-R-CW0-bwa-e-07-0-UI 3', mRNA sequence.
1369728_at	NM_022686	0.124	Rattus norvegicus germinal histone H4 gene (Hist4), mRNA.
1383444_at	AA964069	0.124	Transcribed sequence with weak  similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1387767_a_at	AF305418	0.124	procollagen, type II, alpha 1
1395532_at	AI137456	0.124	Similar to zinc finger protein 106 (LOC366171), mRNA
1367810_at	NM_017348	0.123	choline transporter
1392512_at	AW533007	0.123	Similar to histone 3, H2ba (LOC303175), mRNA
1367943_at	NM_030867	0.122	I-kappa-B-beta
1372472_at	AA859614	0.122	UI-R-E0-bs-g-02-0-UI.s1 UI-R-E0 Rattus norvegicus cDNA clone UI-R-E0-bs-g-02-0-UI 3' similar to emb|X94232|HSTCACT H.sapiens mRNA for novel T-cell activation protein, mRNA sequence.
1373613_at	AI408827	0.122	Similar to RIKEN cDNA 4930570C03 (LOC300191), mRNA
1375962_at	BE102925	0.122	Transcribed sequences
1376259_at	AI171093	0.122	Transcribed sequences
1396327_at	BG374493	0.122	Similar to CYP2J4 (LOC313373), mRNA
1377287_at	AA957673	0.121	Similar to hypothetical protein BC009115 (LOC316403), mRNA
1383696_at	AW525428	0.12	Transcribed sequence with strong similarity to protein ref:NP_055056.2 (H.sapiens)  protein tyrosine phosphatase-like, member a; proline instead of catalytic arginine [Homo sapiens]
1368412_a_at	D45412	0.119	protein tyrosine phosphatase, receptor type, O
1372651_at	AI144726	0.119	Transcribed sequences
1374241_at	AI406271	0.118	Transcribed sequences
1383223_at	BG672206	0.118	Similar to ubiquitin-like 3 (LOC363869), mRNA
1378796_at	AA964584	0.117	Oligodendrocyte myelin glycoprotein (Omg) mRNA, complete cds
1380330_at	BI288159	0.117	Similar to KIAA1808 protein (LOC360958), mRNA
1387812_at	NM_012999	0.117	Subtilisin - like endoprotease
1390141_at	BF281848	0.117	Similar to 2410004L15Rik protein (LOC361472), mRNA
1370672_a_at	D14076	0.116	testicular dynamin
1395525_at	AW921946	0.116	Transcribed sequences
1371536_at	AI233208	0.115	calcium regulated heat stable protein 1
1373554_at	BE349698	0.115	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1375934_at	BE112948	0.115	Similar to hypothetical protein FLJ23516; gene related to anergy in lymphocytes (LOC315911), mRNA
1377342_s_at	BE105446	0.115	rapostlin
1393589_at	AW524979	0.115	Transcribed sequences
1393635_x_at	AI230430	0.115	EST227125 Normalized rat embryo, Bento Soares Rattus sp. cDNA clone REMCW42 3' end, mRNA sequence.
1391092_at	AW522900	0.114	glycine receptor, beta subunit
1392240_at	AI704093	0.114	UI-R-AF0-yc-c-04-0-UI.s1 UI-R-AF0 Rattus norvegicus cDNA clone UI-R-AF0-yc-c-04-0-UI 3', mRNA sequence.
1372774_at	AI170570	0.113	EST216503 Normalized rat muscle, Bento Soares Rattus sp. cDNA clone RMUAY08 3' end, mRNA sequence.
1376235_at	BI289136	0.113	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1373113_at	AI231778	0.112	Transcribed sequences
1385387_at	AA925143	0.112	Similar to homeodomain protein (LOC366214), mRNA
1390174_at	BI289762	0.112	UI-R-DK0-cfn-h-07-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cfn-h-07-0-UI 3', mRNA sequence.
1370048_at	NM_053936	0.111	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2
1387385_at	NM_057118	0.111	contactin 1
1397352_at	BF290961	0.111	Transcribed sequences
1368480_at	NM_053492	0.11	transporter-like protein
1370963_at	AJ131902	0.11	growth arrest specific 7
1386817_at	H32518	0.11	Similar to SERINE/THREONINE-PROTEIN KINASE PCTAIRE-3 (LOC289019), mRNA
1388798_at	AW921519	0.11	Similar to cDNA sequence BC016265 (LOC361013), mRNA
1390482_at	BF285511	0.11	tropomodulin 2
1391488_at	AI412294	0.11	Transcribed sequences
1368090_at	NM_023976	0.109	periaxin
1376564_at	AW527595	0.109	Transcribed sequence with weak  similarity to protein ref:NP_033302.1 (M.musculus)  simple repeat sequence-containing transcript [Mus musculus]
1379757_at	AW533071	0.109	Transcribed sequences
1381697_at	AW530378	0.109	potassium voltage-gated channel, shaker-related subfamily, member 1
1383554_at	AW142796	0.109	Similar to hypothetical protein FLJ23516; gene related to anergy in lymphocytes (LOC315911), mRNA
1393299_at	BF567794	0.109	Similar to 6430601K09Rik protein (LOC363972), mRNA
1373963_at	BF284337	0.108	Similar to RIKEN cDNA 2810435D12 (LOC298097), mRNA
1374121_at	AI102735	0.108	Transcribed sequences
1374235_at	AI138048	0.108	Down syndrome critical region gene1-like 1
1385176_at	BF415822	0.108	Transcribed sequences
1390896_at	AW524502	0.108	Transcribed sequences
1395804_at	BE109618	0.108	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1368126_at	NM_023104	0.107	acetoacetyl-CoA synthetase
1386943_at	NM_022533	0.107	plasmolipin
1375030_at	AI639285	0.106	Transcribed sequences
1379313_at	BE108519	0.106	Transcribed sequences
1390969_at	BE109651	0.106	Transcribed sequences
1394848_at	AI145792	0.106	Transcribed sequences
1378045_at	AI070110	0.105	Similar to C1q-related factor precursor (LOC363686), mRNA
1391430_at	BE105855	0.105	Similar to cytochrome b5 reductase b5R.2 (LOC365345), mRNA
1368065_at	NM_053341	0.104	regulator of G-protein signaling 19 interacting protein 1
1392592_at	AI137045	0.104	Transcribed sequences
1368194_at	NM_133406	0.103	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, delta)
1370638_at	AF069525	0.103	ankyrin 3 (G)
1373734_at	AI101171	0.103	solute carrier family 21 (organic anion transporter), member 11
1376546_at	BE120498	0.103	Transcribed sequences
1390731_at	BI288533	0.103	Transcribed sequences
1395123_at	BM389871	0.103	Similar to WFIKKN protein precursor (LOC363555), mRNA
1397759_at	BI296243	0.102	Transcribed sequences
1387932_at	U39555	0.101	solute carrier family 1, member 1
1388872_at	BI290053	0.101	isopentenyl-diphosphate delta isomerase
1392623_at	AA926097	0.101	UI-R-A1-eu-c-08-0-UI.s1 UI-R-A1 Rattus norvegicus cDNA clone UI-R-A1-eu-c-08-0-UI 3' similar to gi|3018928|gb|AA892049|AA892049 EST195852 Normalized rat kidney, Bento Soares Rattus sp. cDNA clone RKIAL20 3' end, mRNA sequence.
1392963_at	BI276031	0.1	Transcribed sequence with strong similarity to protein sp:Q12765 (H.sapiens) Y193_HUMAN Hypothetical protein KIAA0193
1371049_at	BF413467	0.099	UI-R-BT1-bob-e-06-0-UI.s1 UI-R-BT1 Rattus norvegicus cDNA clone UI-R-BT1-bob-e-06-0-UI 3', mRNA sequence.
1368717_at	NM_024132	0.0989	fatty acid amide hydrolase
1368978_at	NM_033499	0.0979	scrapie responsive gene 1
1391334_at	BE106273	0.0979	UI-R-BO1-asm-a-08-0-UI.s1 UI-R-BO1 Rattus norvegicus cDNA clone UI-R-BO1-asm-a-08-0-UI 3', mRNA sequence.
1370834_at	AF177430	0.0978	heparan sulfate (glucosamine) 3-O-sulfotransferase 1
1370320_at	AY083160	0.0977	MAWD binding protein
1394966_at	BE112594	0.0976	Similar to hypothetical protein FLJ20300 (LOC310812), mRNA
1372537_at	BI289642	0.0974	UI-R-DK0-cfi-d-06-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cfi-d-06-0-UI 3', mRNA sequence.
1370504_a_at	AW252810	0.0956	peripheral myelin protein 22
1377739_at	AI576549	0.0954	guanine nucleotide binding protein 12
1370334_at	AF081582	0.0953	evectin-1
1376762_at	BE112933	0.0952	DD6A4-1 mRNA, partial sequence
1397944_at	BE096457	0.095	Transcribed sequences
1368263_a_at	X90402	0.0946	myelin-associated oligodendrocytic basic protein
1382058_at	BI292115	0.0946	Similar to Ras-related protein R-Ras2 (Ras-like protein TC21) (Teratocarcinoma oncogene) (LOC365355), mRNA
1371360_at	BM384099	0.0943	Transcribed sequence with moderate similarity to protein sp:Q92597 (H.sapiens) NDR1_HUMAN NDRG1 protein
1379564_at	AW528486	0.0941	Similar to E2a-Pbx1-associated protein; putative 47 kDa protein (LOC362869), mRNA
1385851_at	AA925441	0.0941	calpain 5
1392230_at	BI287470	0.0939	DD6A4-1 mRNA, partial sequence
1383327_at	AI576297	0.0931	Transcribed sequence with moderate similarity to protein pir:JC5193 (H.sapiens) JC5193 nuclear protein H731 - human
1390437_at	BE116385	0.0925	UI-R-BS1-ayc-f-05-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayc-f-05-0-UI 3', mRNA sequence.
1389113_at	AI598307	0.0924	Transcribed sequences
1392245_at	AI030231	0.0923	Transcribed sequences
1385562_at	AI059487	0.0915	Transcribed sequences
1389500_at	BM383122	0.0915	UI-R-DS0-cje-d-06-0-UI.s1 UI-R-DS0 Rattus norvegicus cDNA clone UI-R-DS0-cje-d-06-0-UI 3', mRNA sequence.
1373202_at	AI112577	0.0888	Similar to seipin (LOC361722), mRNA
1387850_at	NM_023020	0.0881	transmembrane protein with EGF-like and two follistatin-like domains 1
1393063_at	BF409007	0.0881	Transcribed sequences
1385504_at	AW524664	0.0878	UI-R-BO0-aib-a-02-0-UI.s1 UI-R-BO0 Rattus norvegicus cDNA clone UI-R-BO0-aib-a-02-0-UI 3', mRNA sequence.
1372812_at	H33148	0.0875	Similar to Hypothetical protein KIAA0256 (LOC296115), mRNA
1398365_at	AI171466	0.0875	Similar to RIKEN cDNA 2700055K07 (LOC291966), mRNA
1373582_at	BF418394	0.0873	Transcribed sequences
1395307_at	AI409823	0.0866	EST238116 Normalized rat placenta, Bento Soares Rattus sp. cDNA clone RPLDO13 3' end, mRNA sequence.
1387521_at	NM_022265	0.0864	programmed cell death 4
1380262_at	AA893436	0.0863	Transcribed sequences
1397851_at	BE102226	0.0861	homolog of mouse quaking QKI (KH domain RNA binding protein)
1374160_at	BE111296	0.0854	Similar to RIKEN cDNA 1110063G11 (LOC305095), mRNA
1381449_s_at	BG670310	0.0842	transforming growth factor alpha
1389066_at	BI274408	0.0837	Transcribed sequences
1394407_at	AW530287	0.083	Transcribed sequences
1379611_at	BF416979	0.0823	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1389618_at	BI285035	0.0822	Transcribed sequences
1395853_at	BI292244	0.0814	Similar to gob-5 (LOC308015), mRNA
1372989_at	BI296586	0.081	Similar to zinc finger, DHHC domain containing 14; NEW1 domain containing protein (LOC308081), mRNA
1374016_at	AI502597	0.08	UI-R-C2-nl-b-12-0-UI.s1 UI-R-C2 Rattus norvegicus cDNA clone UI-R-C2-nl-b-12-0-UI 3', mRNA sequence.
1392982_at	AA818059	0.08	UI-R-A0-ag-a-02-0-UI.s2 UI-R-A0 Rattus norvegicus cDNA clone UI-R-A0-ag-a-02-0-UI 3', mRNA sequence.
1377821_at	BI284288	0.0799	avian erythroblastosis oncogene B 3
1387182_at	NM_057201	0.0797	G protein-coupled receptor 37 (endothelin receptor type B-like)
1387436_at	NM_022616	0.0793	CDC10 (cell division cycle 10, S.cerevisiae, homolog)
1382499_at	AA819839	0.0791	UI-R-A0-ap-b-07-0-UI.s1 UI-R-A0 Rattus norvegicus cDNA clone UI-R-A0-ap-b-07-0-UI 3', mRNA sequence.
1375413_at	AA799614	0.0789	sirtuin 2 (silent mating type information regulation 2, homolog) 2 (S. cerevisiae)
1379108_at	AA925520	0.077	Similar to ADP-ribosylation factor guanine nucleotide factor 6; hepatocellular carcinoma-associated antigen 67 (LOC306380), mRNA
1394609_at	AI548628	0.0767	Similar to KIAA1808 protein (LOC360958), mRNA
1368092_at	NM_017181	0.0763	fumarylacetoacetate hydrolase
1386701_at	BF565038	0.0762	Transcribed sequences
1392633_at	AI045724	0.0753	Transcribed sequences
1391556_at	AW524218	0.075	Transcribed sequences
1368554_at	NM_013161	0.0746	pancreatic lipase
1385322_at	AI602154	0.0743	UI-R-Y0-vb-h-05-0-UI.s2 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-vb-h-05-0-UI 3', mRNA sequence.
1396672_at	BF393007	0.0738	UI-R-CA0-bfr-g-08-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bfr-g-08-0-UI 3', mRNA sequence.
1372761_at	AI228076	0.0736	Transcribed sequences
1383483_at	BE106581	0.073	Transcribed sequences
1393730_at	BI277836	0.073	UI-R-CX0-bxk-b-09-0-UI.s1 UI-R-CX0 Rattus norvegicus cDNA clone UI-R-CX0-bxk-b-09-0-UI 3', mRNA sequence.
1380741_at	BF412788	0.0727	Transcribed sequences
